postulationDate,studyCenter,careerField,careerStatus,careerDegree,studiesNumber
2022-08-05,Universidad Cesar Vallejo - Lima,Ing. En Sistemas,En Curso,Universitario,1
2022-08-05,Universidad Bicentenaria De Aragua,Adm. De Empresas,Graduado,Universitario,3
2022-08-03,Instituto Adex,Adm. De Empresas,En Curso,Terciario/Tecnico,2
2022-08-01,Universidad Peruana Cayetano Heredia,Adm. De Empresas,En Curso,Universitario,1
2022-08-01,Universidad Cientifica Del Sur,Psicologia,En Curso,Universitario,3
2022-07-31,Universidad Catolica Sedes Sapientiae,Adm. De Empresas,Graduado,Universitario,2
2022-07-31,Eada Business School Barcelona,Marketing / Comercializacion,Graduado,Master,3
2022-07-31,Tecsup,Otra,Graduado,Otro,7
2022-07-28,Columbia - Escuela Hotelera Y Alta Cocina,Asistente De Trafico,Graduado,Terciario/Tecnico,1
2022-08-29,Universidad San Ignacio De Loyola,Finanzas,En Curso,Universitario,2
2022-07-22,Centrum Pucp,Marketing / Comercializacion,Graduado,Otro,3
2022-07-22,Universidad San Ignacio Del Loyola,Ing. Industrial,En Curso,Universitario,2
2022-07-22,Mali,Publicidad,Graduado,Otro,2
2022-07-21,Eae Business School,Adm. De Empresas,Graduado,Otro,5
2022-07-21,Pontificia Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Universitario,1
2022-07-21,Isat,Marketing / Comercializacion,Graduado,Otro,4
2022-07-21,Universidad Esan,Marketing / Comercializacion,En Curso,Posgrado,2
2022-07-21,Cibertec,Diseno Grafico,En Curso,Otro,2
2022-07-21,Universidad Nacional Federico Villarreal,Ing. - Otros,Graduado,Universitario,2
2022-07-20,Universidad Peruana De Ciencias Aplicadas,Asesoria En Comercio Exterior,Graduado,Universitario,3
2022-08-25,Universidad Peruana De Ciencias Aplicadas,Finanzas,Graduado,Posgrado,2
2022-07-20,Universidad De Lima,Comercio Int./Ext.,Graduado,Universitario,1
2022-07-20,I.U. De Tecnologia Pedro Emilio Coll,Contabilidad / Auditoria,Graduado,Terciario/Tecnico,1
2022-07-20,Universidad Peruana De Ciencias Aplicadas,Marketing / Comercializacion,Graduado,Posgrado,2
2022-07-20,Universidad Inca Garcilaso De La Vega,Adm. De Empresas,Graduado,Universitario,4
2022-02-22,Universidad Peruana De Ciencias Aplicadas,Finanzas,Graduado,Posgrado,2
2022-02-19,Otros,Otra,Graduado,Otro,7
2022-02-16,Universidad San Ignacio De Loyola,Marketing / Comercializacion,Graduado,Universitario,4
2022-02-15,Universidad Peruana De Ciencias Aplicadas,Marketing / Comercializacion,En Curso,Universitario,4
2022-02-09,Camara De Comercio De Lima,Comercio Int./Ext.,En Curso,Otro,2
2022-08-18,Universite Du Quebec A Montreal,Adm. De Empresas,Graduado,Master,8
2022-02-09,Ice School,Ing. - Otros,En Curso,Otro,2
2022-02-08,Upc,Marketing / Comercializacion,Graduado,Universitario,2
2022-02-08,Instituto Cibertec,Adm. De Empresas,En Curso,Terciario/Tecnico,2
2022-02-07,Universidad Nacional Del Callao,Contabilidad / Auditoria,Graduado,Universitario,2
2022-02-06,Universidad Privada Del Norte,Ing. Industrial,En Curso,Universitario,2
2022-02-03,Universidad San Ignacio Del Loyola,Marketing / Comercializacion,En Curso,Universitario,2
2022-02-02,Upc,Ing. Industrial,En Curso,Universitario,1
2022-01-29,Universidad Tecnologica Del Peru,Ing. Telecomunicaciones,En Curso,Universitario,1
2022-01-26,Universidad Inca Garcilaso De La Vega,Psicologia,En Curso,Universitario,1
2022-08-16,Pontificia Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Universitario,1
2022-01-25,Universidad San Ignacio Del Loyola,Adm. De Empresas,En Curso,Universitario,3
2022-01-25,Univeridad Privada Del Norte,Bachiller,Graduado,Universitario,1
2022-01-23,Universidad San Ignacio Del Loyola,Ing. Industrial,Graduado,Universitario,2
2022-01-19,Universidad De San Martin De Porres,Adm. De Empresas,En Curso,Master,2
2022-01-18,Universidad San Ignacio De Loyola,Adm. De Empresas,En Curso,Universitario,4
2022-01-17,Pontificia Universidad Catolica Del Peru,Marketing / Comercializacion,En Curso,Posgrado,3
2022-01-16,Lima,Ventas Internacionales/Exportacion,Graduado,Terciario/Tecnico,4
2022-01-15,Universite Catholique De Lyon,Adm. De Empresas,Graduado,Otro,2
2022-01-14,Instituto De Formacion Bancaria Ifb,Finanzas,Graduado,Otro,1
2022-08-11,Ipae -Instituto Peruano De Accion Empresarial,Bachiller,En Curso,Universitario,1
2022-01-12,Universidad Privada Del Norte,Adm. De Empresas,En Curso,Universitario,1
2022-01-12,Universidad San Ignacio De Loyola,Adm. De Empresas,Graduado,Universitario,1
2022-01-12,Isil,Marketing / Comercializacion,Graduado,Terciario/Tecnico,2
2022-01-12,Universidad Los Angeles De Chimbote,Adm. De Empresas,En Curso,Universitario,1
2022-01-11,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Posgrado,2
2022-01-11,Universidad Nacional Experimental Romulo Gallegos,Otra,Graduado,Universitario,1
2022-01-11,Universidad Peruana De Ciencias Aplicadas,Marketing / Comercializacion,Graduado,Posgrado,2
2022-01-11,Universidad Naciona Del Callao,Abogacia / Derecho / Leyes,En Curso,Universitario,2
2022-08-10,Ryc Consulting,Adm. Y Gestion Publica,Graduado,Doctorado,9
2022-01-11,Universidad De Lima,Adm. Y Gestion Publica,Graduado,Otro,4
2022-01-11,Universidad Esan,Adm. De Empresas,En Curso,Posgrado,3
2022-01-11,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Tecnologias De La Informacion,Graduado,Posgrado,6
2022-01-11,Universidad De Oriente,Ing. En Sistemas,Graduado,Universitario,1
2022-01-11,Universidad Privada San Juan Bautista,Abogacia / Derecho / Leyes,En Curso,Universitario,4
2022-01-10,Instituto Superior Juan Xxiii,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2022-01-06,Isil,Comunicacion Audiovisual,Graduado,Terciario/Tecnico,1
2022-01-06,Universidad De Lima,Adm. Y Gestion Publica,Graduado,Otro,4
2022-01-05,Universidad De San Martin De Porres,Hoteleria,Graduado,Terciario/Tecnico,1
2022-01-04,Universidad San Ignacio De Loyola,Adm. De Empresas,Graduado,Universitario,1
2022-08-10,Upc,Adm. De Empresas,En Curso,Universitario,2
2021-12-30,U.N. Jose Faustino Sanchez Carrion,Adm. De Empresas,Graduado,Universitario,1
2021-12-17,Universidad Particular Ricardo Palma,Adm. De Empresas,Graduado,Master,1
2021-12-13,Universidad De San Martin De Porres,Relaciones Publicas,Graduado,Universitario,2
2021-12-09,Universidad Nacional Federico Villarreal,Economia,En Curso,Universitario,1
2021-12-08,Universidad San Ignacio De Loyola,Marketing / Comercializacion,Graduado,Universitario,4
2021-12-04,Universidad Peruana De Ciencias Aplicadas,Marketing / Comercializacion,En Curso,Universitario,4
2021-12-03,Universidad Los Angeles De Chimbote,Adm. De Empresas,En Curso,Universitario,1
2021-12-02,Universidad De San Martin De Porres,Economia,Abandonado,Universitario,1
2021-12-02,Universidad Cientifica Del Sur,Marketing / Comercializacion,Graduado,Master,3
2021-12-02,Universidad Peruana De Ciencias Aplicadas,Finanzas,Graduado,Posgrado,2
2022-08-10,Avior Airlines,Turismo,Abandonado,Otro,3
2021-12-01,Inteci - Instituto De Profesiones Empresariales,Marketing / Comercializacion,Graduado,Otro,4
2021-12-01,Asopdes Hekal,Adm. Y Gestion Publica,Graduado,Universitario,4
2021-12-01,Instituto De Formacion Bancaria Ifb,Finanzas,Graduado,Otro,1
2021-11-30,Pacifico Business School - Univ. Del Pacifico,Marketing / Comercializacion,Graduado,Posgrado,3
2021-11-29,Universidad Peruana De Ciencias Aplicadas,Adm. De Empresas,En Curso,Universitario,1
2021-11-29,Universidad San Ignacio De Loyola,Ing. Industrial,Graduado,Universitario,2
2021-11-29,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Posgrado,2
2021-11-29,Pontificia Universidad Catolica Del Peru,Ing. Telecomunicaciones,Graduado,Master,2
2021-11-29,Utel,Adm. De Empresas,En Curso,Universitario,4
2021-11-29,Universidad Privada Del Norte,Marketing / Comercializacion,En Curso,Posgrado,3
2022-08-31,Icam - Camara De Comercio De Lima,Marketing / Comercializacion,Graduado,Otro,5
2023-03-24,Universidad Nacional San Agustin De Arequipa,Tecnologias De La Informacion,Graduado,Universitario,2
2023-03-30,Upc,Ing. En Sistemas,En Curso,Universitario,2
2021-06-27,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,6
2021-06-22,Ctic-Uni,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,13
2021-06-19,Universidad Tecnologica Del Peru,Ing. Informatica,Graduado,Universitario,2
2021-06-15,Universidad Nacional Del Centro Del Peru,Ciencias Fisicas,Graduado,Universitario,1
2021-06-15,Tecsup,Ing. En Sistemas,Graduado,Terciario/Tecnico,1
2021-06-15,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Universitario,1
2021-06-29,Universidad Ricardo Palma,Ing. Informatica,Graduado,Posgrado,6
2022-12-24,Instituto Superior Sise,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,2
2022-12-02,Universidad De Lima,Analisis De Sistemas,Graduado,Universitario,1
2022-11-29,Amazon Web Service,Tecnologias De La Informacion,En Curso,Otro,2
2022-11-26,Universidad Tecnologica Del Peru,Tecnologias De La Informacion,En Curso,Universitario,4
2022-11-25,Universidad Nacional De Trujillo,Ing. Industrial,Graduado,Universitario,1
2022-11-24,Cibertec,Ing. En Sistemas,En Curso,Posgrado,5
2022-11-20,Universidad Nacional Del Santa,Ing. Informatica,Graduado,Universitario,1
2022-11-19,Universidad Cesar Vallejo,Adm. De Empresas,Graduado,Master,5
2022-11-17,Universidad Peruana De Ciencias Aplicadas,Ing. Telecomunicaciones,En Curso,Universitario,2
2022-11-17,Universidad Peruana De Ciencias Aplicadas,Telecomunicaciones,Graduado,Universitario,5
2022-11-17,Otro,Tecnologias De La Informacion,Graduado,Otro,44
2022-12-23,Emprendedores Usil,Analisis De Sistemas,Graduado,Terciario/Tecnico,3
2022-11-16,Universidad Tecnologica Del Peru,Tecnologias De La Informacion,En Curso,Universitario,2
2022-11-16,Usil,Tecnologias De La Informacion,En Curso,Otro,6
2022-11-16,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-11-16,Unjfsc,Ing. En Sistemas,En Curso,Posgrado,2
2022-11-16,Universidad Tecnologica Del Peru,Computacion / Informatica,En Curso,Universitario,3
2022-12-20,Universidad Peruana De Las Americas,Ing. En Sistemas,Graduado,Universitario,2
2022-12-19,Universidad Nacional De Ingenieria,Tecnico,Graduado,Otro,3
2022-12-13,Universidad De Alcala,Ing. Industrial,Graduado,Master,3
2022-12-12,Ingenio Learning,Tecnologias De La Informacion,Graduado,Otro,8
2022-12-07,Pontificia Universidad Catolica Del Peru,Ing. Informatica,Graduado,Otro,3
2022-12-05,Universidad Tecnologica Del Peru,Otra,Graduado,Master,8
2022-12-02,Google,Tecnologias De La Informacion,En Curso,Posgrado,11
2022-12-31,Tecsup,Tecnologias De La Informacion,Graduado,Otro,3
2021-11-04,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2021-10-28,Ucademy,Ing. En Sistemas,Graduado,Posgrado,11
2021-10-27,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,3
2021-10-27,Instituto Europeo De Posgrado,Tecnologias De La Informacion,Graduado,Otro,6
2021-10-27,Universidad Cientifica Del Sur,Ing. En Sistemas,Graduado,Universitario,1
2021-10-27,Universidad Tecnologica Del Peru,Ing. Telecomunicaciones,Graduado,Universitario,2
2021-11-03,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Tecnologias De La Informacion,Graduado,Posgrado,6
2021-11-03,Universidad Privada Antenor Orrego - Trujillo,Ing. En Sistemas,Graduado,Universitario,1
2021-10-30,Universidad Inca Garcilaso De La Vega,Ing. Informatica,Graduado,Universitario,1
2021-10-29,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,Graduado,Otro,10
2021-10-29,Universidad Nacional De Callao,Ing. En Sistemas,Graduado,Posgrado,1
2021-10-29,Telesup,Ing. En Sistemas,En Curso,Universitario,1
2021-10-29,New Horizons,Tecnologias De La Informacion,Graduado,Otro,3
2021-10-28,Aws,Tecnologias De La Informacion,Graduado,Otro,14
2021-11-04,Cibertec,Ing. En Sistemas,En Curso,Posgrado,5
2021-09-07,Universidad Nacional Mayor De San Marcos,Trabajo Social,Graduado,Universitario,1
2021-08-30,Pontificia Universidad Catolica Del Peru,Recursos Humanos / Relac. Ind.,Graduado,Otro,4
2021-08-30,Universidad De Lima,Abogacia / Derecho / Leyes,Graduado,Universitario,1
2021-08-29,Universidad Nacional Del Callao,Adm. De Empresas,Graduado,Universitario,1
2021-08-28,C.U. De Caracas,Recursos Humanos / Relac. Ind.,Graduado,Posgrado,3
2021-08-27,Colegio De Contadores De Piura,Tecnologias De La Informacion,En Curso,Otro,5
2021-09-05,Universidad San Ignacio De Loyola,Psicologia,Graduado,Universitario,1
2021-09-04,Harvard Business School,Ing. Transporte,Graduado,Otro,3
2021-09-01,Universidad Privada Del Norte,Psicologia,Graduado,Universitario,1
2021-08-31,Universidad Jose Faustino Sanchez Carrion,Adm. De Empresas,Graduado,Posgrado,5
2021-08-31,Zegel Ipae,Recursos Humanos / Relac. Ind.,En Curso,Terciario/Tecnico,3
2021-08-31,Universidad Esan,Recursos Humanos / Relac. Ind.,Graduado,Posgrado,2
2021-08-31,Universidad Nacional Mayor De San Marcos,Recursos Humanos / Relac. Ind.,Graduado,Otro,2
2021-08-31,Camara De Comercio De Lima,Recursos Humanos / Relac. Ind.,Graduado,Otro,2
2021-09-08,Universidad Nacional De Ingenieria,Computacion / Informatica,En Curso,Otro,5
2021-08-29,Universidad Tecnologica Del Peru,Ing. - Otros,Graduado,Universitario,4
2021-09-02,Universidad Cientifica Del Sur,Adm. De Empresas,En Curso,Universitario,1
2021-08-27,Pontificia Universidad Catolica Del Peru,Psicologia,En Curso,Universitario,1
2021-09-01,Universidad De Lima,Adm. De Empresas,En Curso,Universitario,1
2021-08-29,Universidad De Santander,Ing. Industrial,En Curso,Otro,4
2021-08-29,Universidad Tecnologica Del Peru,Psicologia,En Curso,Universitario,1
2021-08-29,Instituto Cultural Peruano Norteamericano,Comunicacion Social,En Curso,Otro,2
2021-08-28,Universidad De San Martin De Porres,Psicologia,En Curso,Universitario,1
2021-08-28,Universidad San Martin De Porres,Psicologia,En Curso,Universitario,2
2021-08-27,Universidad Privada Antenor Orrego - Trujillo,Bachiller,Graduado,Universitario,1
2021-09-08,Universidad De San Martin De Porres,Bachiller,En Curso,Universitario,1
2023-02-07,Universidad Europea De Madrid,Adm. De Empresas,En Curso,Master,4
2023-01-27,Project Management Institute,Otra,Graduado,Otro,7
2023-01-26,Universidad Continental De Ciencias E Ingenieria,Adm. De Empresas,Graduado,Universitario,2
2023-01-26,Universidad Continental De Ciencias E Ingenieria,Computacion / Informatica,Graduado,Posgrado,14
2023-01-23,Universidad Del Pacifico,Ing. Comercial,Graduado,Universitario,1
2023-01-21,Fundacion Universitaria Los Libertadores,Ing. En Sistemas,Graduado,Universitario,1
2023-01-20,Axelos,Otra,Graduado,Otro,20
2023-01-18,Universidad Del Pacifico,Tecnologias De La Informacion,Graduado,Otro,7
2023-01-18,Esan,Tecnologias De La Informacion,En Curso,Posgrado,8
2023-01-17,Universidad Nacional Federico Villarreal,Finanzas,Graduado,Posgrado,3
2023-02-06,Universidad Alas Peruanas,Ing. Informatica,Graduado,Universitario,2
2023-01-16,Cibertec,Ing. En Sistemas,Graduado,Otro,11
2023-01-16,Universidad Esan,Adm. De Empresas,Graduado,Posgrado,3
2023-01-16,Universidad Mayor De San Marcos,Ing. En Sistemas,Graduado,Universitario,1
2023-01-15,Cibertec,Otra,Graduado,Otro,17
2023-01-15,Eucim Business School,Fisioterapia,Graduado,Master,9
2023-01-14,Project Management Certifica,Computacion / Informatica,En Curso,Otro,3
2023-01-13,Sj Agile Consulting,Ing. En Sistemas,En Curso,Posgrado,18
2023-01-13,University Of Virginia,Marketing / Comercializacion,Graduado,Master,12
2023-01-13,Universidad Esan,Tecnologias De La Informacion,Graduado,Posgrado,5
2023-01-12,Scrum Study,Tecnologias De La Informacion,Graduado,Otro,11
2023-02-06,Universidad Europea De Madrid,Adm. De Empresas,Graduado,Master,4
2023-01-12,Universidad Cesar Vallejo - Piura,Ing. En Sistemas,Graduado,Universitario,1
2023-01-11,Colegio De Ingenieros Del Peru,Ing. Informatica,Graduado,Otro,2
2023-01-11,Camara De Comercio Empresarial,Ing. Informatica,Graduado,Posgrado,13
2023-01-11,Harvard University (Ma),Tecnologias De La Informacion,Graduado,Posgrado,5
2023-01-11,Scrum Alliance,Procesos / Calidad Total,Graduado,Otro,6
2023-01-11,Pucp - Instituto Para La Calidad,Tecnologias De La Informacion,Graduado,Otro,6
2023-01-10,Iese Business School,Adm. De Empresas,En Curso,Master,4
2023-01-10,Utp,Adm. De Empresas,En Curso,Master,5
2023-01-10,Cibertec,Computacion / Informatica,Graduado,Otro,3
2023-01-10,Universidad Alas Peruanas,Ing. En Sistemas,Graduado,Universitario,1
2023-02-05,Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Master,3
2023-01-10,Isil,Tecnologias De La Informacion,Graduado,Otro,7
2023-01-10,Kanban University,Tecnologias De La Informacion,En Curso,Otro,16
2023-01-10,Instituto Cibertec,Procesos / Calidad Total,Graduado,Otro,2
2023-01-10,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2023-01-10,Universidad Tecnologica Del Peru,Ing. - Otros,En Curso,Posgrado,7
2023-01-10,Universidad Peruana De Ciencias Aplicadas,Ing. Industrial,En Curso,Universitario,2
2023-01-10,Universidad Privada Del Norte,Tecnologias De La Informacion,Graduado,Otro,5
2023-01-10,Data Mining Consulting,Tecnologias De La Informacion,Graduado,Otro,14
2023-01-09,Universidad Tecnologica Del Peru,Adm. De Empresas,Graduado,Posgrado,5
2023-01-09,Universidad Nacional De Ingenieria,Economia,Graduado,Universitario,1
2023-02-05,Utp,Ing. En Sistemas,Graduado,Posgrado,5
2023-01-09,Unir,Tecnologias De La Informacion,En Curso,Posgrado,14
2023-01-09,Universidad Del Pacifico,Otra,En Curso,Otro,4
2023-01-09,Universidad Tecnologica Del Peru,Computacion / Informatica,En Curso,Universitario,3
2023-01-09,Project Management Institute (Pmi),Otra,Graduado,Otro,9
2023-01-09,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2023-01-09,Universidad Nacional San Luis Gonzaga De Ica,Ing. En Sistemas,Graduado,Universitario,1
2023-01-09,La Salle - Universidad Ramon Llull,Tecnologias De La Informacion,Graduado,Master,3
2023-01-09,Pontificia Universidad Catolica Del Peru,Tecnologias De La Informacion,Graduado,Otro,6
2023-01-09,Universidad De Lima,Analisis De Sistemas,Graduado,Universitario,1
2023-01-09,Escuela De Post Grado - Universidad Tecnologica Del Peru,Adm. De Empresas,En Curso,Posgrado,5
2023-02-02,Universidad Nacional Federico Villarreal,Adm. De Empresas,Graduado,Doctorado,6
2023-01-09,Pontificia Universidad Catolica Del Peru,Marketing / Comercializacion,Graduado,Posgrado,3
2023-01-09,Eada Business School,Adm. De Empresas,Graduado,Master,3
2023-01-09,Ucademy,Ing. En Sistemas,Graduado,Posgrado,11
2023-01-09,Instituto Pm Certifica,Tecnologias De La Informacion,Graduado,Otro,7
2023-01-09,Universidad Nacional Abierta,Ing. Informatica,Graduado,Universitario,3
2023-02-01,Isil,Computacion / Informatica,Graduado,Otro,5
2023-01-31,Universidad Nacional Mayor De San Marcos,Ing. Industrial,Graduado,Universitario,1
2023-01-29,Universidad Nacional De Ingenieria,Ing. En Sistemas,Graduado,Posgrado,3
2023-02-12,Fundacion San Marcos,Procesos / Calidad Total,Graduado,Otro,14
2022-12-13,Engine Tech,Tecnologias De La Informacion,Graduado,Otro,4
2022-11-29,Coderhouse,Analisis De Sistemas,Graduado,Otro,5
2022-08-12,New Horizons,Otra,Graduado,Otro,4
2022-08-12,Upc,Adm. De Empresas,Graduado,Posgrado,6
2022-08-12,Ucademy,Ing. En Sistemas,Graduado,Posgrado,11
2022-08-12,Universidad Esan,Marketing / Comercializacion,Abandonado,Master,8
2022-08-11,Universidad Esan,Adm. De Empresas,Graduado,Posgrado,3
2022-08-11,Universidad Esan,Tecnologias De La Informacion,Graduado,Universitario,3
2022-08-11,Unjfsc,Ing. En Sistemas,En Curso,Posgrado,2
2022-08-11,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-07-20,Universidad Nacional Del Santa,Bachiller,Graduado,Universitario,1
2022-07-07,Universidad Nacional Mayor De San Marcos,Tecnologias De La Informacion,Graduado,Master,18
2022-11-29,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,3
2022-07-04,Universidad Esan,Tecnologias De La Informacion,Graduado,Otro,7
2022-06-30,Europeanscrum.Org,Tecnologias De La Informacion,Graduado,Otro,16
2022-06-28,Une Enrique Guzman Y Valle,Ciencias De La Educacion,Graduado,Master,3
2022-06-27,Universidad De Lima,Ing. En Sistemas,Graduado,Universitario,1
2022-06-24,Harvard University (Ma),Tecnologias De La Informacion,Graduado,Posgrado,5
2022-06-22,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Posgrado,12
2022-06-22,Cibertec,Ing. En Sistemas,En Curso,Otro,14
2022-06-21,New Horizons,Tecnologias De La Informacion,Graduado,Otro,8
2022-06-20,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2022-06-20,Certiprof,Otra,Graduado,Otro,11
2022-11-28,Centro Sap,Tecnologias De La Informacion,Graduado,Otro,2
2022-06-20,Univeridad Privada Del Norte,Tecnologias De La Informacion,Graduado,Posgrado,6
2022-06-20,Universidad Tecnologica Del Peru,Otra,Graduado,Otro,2
2022-06-20,Upc,Adm. De Empresas,Graduado,Posgrado,6
2022-06-19,Incae Business School,Adm. De Empresas,Graduado,Master,2
2022-06-18,Axelos,Tecnologias De La Informacion,Graduado,Otro,17
2022-06-18,Universidad Del Pacifico,Tecnologias De La Informacion,Graduado,Otro,7
2022-06-17,Pontificia Universidad Catolica Del Peru,Procesos / Calidad Total,Graduado,Posgrado,3
2022-06-17,Universidad San Ignacio De Loyola,Ing. Industrial,En Curso,Universitario,2
2022-06-16,Universidad Esan,Adm. De Empresas,Graduado,Master,4
2022-06-16,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-11-23,Universidad Peruana De Ciencias Aplicadas,Ing. Informatica,Graduado,Universitario,3
2022-06-16,Esan,Tecnologias De La Informacion,Graduado,Master,2
2022-06-16,Universidad Del Pacifico,Finanzas,Graduado,Otro,7
2022-06-16,Udemy,Estadistica,Graduado,Posgrado,4
2022-06-15,Universidad Peruana Union - Upeu,Ing. En Sistemas,Graduado,Universitario,1
2022-06-15,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Tecnologias De La Informacion,Graduado,Posgrado,6
2022-06-15,Universidad Nacional De Ingenieria,Estadistica,Graduado,Posgrado,1
2022-06-15,Esan,Tecnologias De La Informacion,En Curso,Posgrado,8
2022-06-15,Ceps - Uni,Otra,Graduado,Otro,2
2022-06-15,Data Consulting Sac,Ing. En Sistemas,Graduado,Otro,2
2022-11-16,Universidad Catolica Santo Toribio De Mogrovejo,Adm. De Empresas,Graduado,Universitario,2
2022-11-15,Universidad Nacional De Ingenieria,Ing. Telecomunicaciones,Graduado,Universitario,1
2022-11-14,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Universitario,1
2022-11-13,Escuela Internacional De Gestion De Proyectos,Ing. En Sistemas,En Curso,Posgrado,10
2022-11-12,Cgi Gestion E Innovacion,Tecnologias De La Informacion,En Curso,Otro,48
2022-11-11,Universidad Privada Del Norte,Tecnologias De La Informacion,Graduado,Otro,4
2022-12-10,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Master,15
2022-11-08,Pontificia Universidad Catolica Del Peru,Marketing / Comercializacion,Graduado,Posgrado,3
2022-11-02,Capacity Academy Mx,Tecnologias De La Informacion,En Curso,Otro,4
2022-11-02,Universidad Politecnica De Cataluna,Computacion / Informatica,Graduado,Master,4
2022-11-01,Coursera-Amazon,Ing. En Sistemas,Graduado,Posgrado,7
2022-10-27,Ipae -Instituto Peruano De Accion Empresarial,Tecnologias De La Informacion,Graduado,Posgrado,3
2022-10-26,Usil,Ing. En Sistemas,Graduado,Posgrado,14
2022-10-26,Universidad Nacional Mayor De San Marcos,Tecnologias De La Informacion,Graduado,Master,18
2022-10-26,Pontificia Universidad Catolica De Chile,Ing. En Sistemas,Graduado,Posgrado,15
2022-12-09,Fundacao Getulio Vargas - Fgv,Adm. De Empresas,Graduado,Master,3
2022-10-23,Itae Business School,Tecnologias De La Informacion,En Curso,Otro,5
2022-10-22,Universidad Cientifica Del Sur,Adm. De Empresas,Graduado,Universitario,2
2022-10-21,University Of Victoria,Otra,Graduado,Otro,8
2022-10-21,Esan,Tecnologias De La Informacion,En Curso,Posgrado,8
2022-10-20,Universidad Del Pacifico,Marketing / Comercializacion,Graduado,Posgrado,6
2022-10-20,Diplomados Rebagliati,Salud,Graduado,Otro,3
2022-10-20,Universidad Alas Peruanas,Ing. En Sistemas,Graduado,Universitario,1
2022-10-19,Universidad De Ingenieria Y Tecnologia - Utec,Tecnologias De La Informacion,Graduado,Posgrado,4
2022-10-19,Universidad De San Martin De Porres,Ing. Industrial,Graduado,Universitario,5
2022-12-07,Universidad De San Martin De Porres,Educacion,Graduado,Posgrado,3
2022-10-19,Universidad Tecnologica Latinoamericana,Ing. En Sistemas,En Curso,Master,2
2022-10-19,Udemy,Adm. De Empresas,Graduado,Otro,16
2022-10-19,Certiprof,Ing. En Sistemas,Graduado,Posgrado,12
2022-10-19,Ingenio Learnig,Tecnologias De La Informacion,Graduado,Otro,14
2022-10-18,Linkedin Learning,Ing. Informatica,Graduado,Otro,12
2022-10-18,Cibertec,Telecomunicaciones,Graduado,Otro,2
2022-10-18,Universidad Nacional De Tumbes,Turismo,Graduado,Posgrado,1
2022-10-18,Tecsup,Ing. En Sistemas,Graduado,Terciario/Tecnico,1
2022-10-18,Universidad De Lima,Ing. En Sistemas,Graduado,Universitario,2
2022-10-18,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Universitario,1
2022-12-06,Universidad Peruana De Ciencias Aplicadas,Otra,Graduado,Posgrado,3
2022-10-18,Universidad Nacional Federico Villarreal,Ing. En Sistemas,Graduado,Universitario,1
2022-10-18,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Universitario,1
2022-10-17,Universidad Nacional De Ingenieria,Ing. Informatica,En Curso,Posgrado,12
2022-10-17,Universidad Nacional Federico Villareal,Finanzas Internacionales,Graduado,Master,4
2022-10-17,Universidad Cesar Vallejo,Ing. Industrial,En Curso,Universitario,1
2022-10-17,University Of California Berkeley,Ing. Informatica,Graduado,Posgrado,7
2022-10-17,Universidad Tecnologica Del Peru,Computacion / Informatica,En Curso,Universitario,3
2022-10-11,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,2
2022-10-10,Universidad Jose Antonio Paez,Ing. Telecomunicaciones,Graduado,Universitario,1
2022-10-10,Bs Grupo,Ing. Telecomunicaciones,Graduado,Otro,3
2022-12-03,Universidad Del Pacifico,Adm. De Empresas,Graduado,Master,3
2022-10-04,Universidad Jose Faustino Sanchez Carrion - Huacho,Ing. En Sistemas,Graduado,Universitario,1
2022-10-03,Un. Jose Faustino Sanchez Carrion,Ing. En Sistemas,Graduado,Universitario,1
2022-10-01,Universidad Alas Peruanas,Ing. En Sistemas,Graduado,Posgrado,1
